12.977,-17.28,-12.165,48.678,-2.4845,3.5696,36.145,-25.774,-52.843,26.859,26.26,-34.775,-27.438,32.405,4.7023,4.6261,-29.266,33.63,13.673,-5.1157,-44.493,-10.874,-80.073,22.69,-21.581,7.33,33.355,23.26,40.089,-12.073,-22.455,-40.221,58.318,-13.174,-2.8743,-35.05,80.166,-48.55,-45.096,14.91,-47.687,46.86,15.685,17.119,12.831,1.0027,7.5065,-52.838,-26.2,65.695,7.1788,-9.2845,25.608,-22.843,0.79186,26.577,53.678,38.092,-6.6331,-73.867,34.401,-8.7344,-12.616,17.75,-44.385,40.364,-15.487,41.382,-4.8539,-10.92,14.013,-10.162,-7.9704,-2.7893,16.427,-14.498,-53.176,24.208,-0.24104,7.8993,-6.4143,28.157,8.3932,14.218,-3.6752,-2.3495,0.8365,-10.53,-66.273,29.566,-12.243,34.088,1.5326,-49.212,-5.2636,-4.2636,-4.562,-20.62,4.2907,-27.481
0.6674,7.986,3.3937,-2.4002,-17.689,-39.372,10.264,-37.767,-8.0755,8.4776,8.0338,-27.404,-32.027,21.106,3.2694,1.6519,-41.842,-17.226,14.093,7.3035,-6.888,-10.634,2.9799,19.672,0.21785,-9.4095,1.1192,21.531,29.439,3.6703,-3.681,-85.722,41.77,-31.824,-68.25,-25.834,8.8802,-21.445,-11.78,-5.7964,-39.181,-3.839,-4.9854,-32.612,30.016,-36.763,-4.2584,-6.169,-20.293,28,-5.9038,-8.3961,22.821,9.0941,49.887,-11.742,21.86,2.146,-42.576,4.0344,6.1018,-8.4075,-14.42,-23.943,2.2909,31.481,-34.713,11.779,31.77,-27.603,-9.9739,25.786,29.931,-12.965,4.8701,-5.7352,-6.5397,79.404,18.944,4.8141,10.745,5.4044,-19.242,25.08,-9.1337,16.618,-29.081,-8.8223,-47.362,-12.95,16.554,33.558,-15.877,1.0058,23.718,-0.45819,-16.564,-56.559,-26.032,-2.1826
-20.049,70.272,42.63,18.992,-3.4469,-5.4578,56.711,-12.269,-38.142,0.62005,12.697,-17.492,-24.032,17.507,-18.602,-3.2881,-11.411,53.784,-7.8436,25.277,4.9268,-56.409,-19.234,-23.12,25.213,-9.3874,-14.015,2.6935,28.103,2.2878,11.799,-46.349,-12.019,-30.46,-43.163,-34.081,13.546,-19.133,-36.326,14.065,-20.115,34.34,37.256,-24.267,30.224,-42.552,-26.219,-40.761,-41.574,41.982,84.375,23.976,62.785,-7.3168,0.58504,-1.9581,-13.846,41.169,-9.3519,-3.8282,-0.94334,41.727,37.305,-35.584,-1.6706,-16.072,-20.478,-13.146,23.513,-14.559,-29.847,6.2823,-19.615,5.7793,53.018,3.9706,-25.394,1.1182,-27.714,34.814,-31.572,7.7237,13.343,33.588,20.572,-8.4988,12.569,-16.036,-61.414,34.497,4.2367,50.814,-6.5572,-28.537,51.711,50.76,-50.538,24.362,42.149,17.618
-2.9049,15.938,-0.20341,3.0816,11.438,-23.543,-4.4468,-13.82,-3.2423,10.5,22.256,-41.488,-26.311,26.772,28.639,-12.326,-79.841,44.868,-15.355,-0.97012,-0.72151,-3.4765,-38.48,-4.8896,30.328,-1.9215,5.1059,2.4068,32.755,18.761,-13.224,-37.95,51.055,24.097,-0.77419,-36.35,59.129,13.526,-29.042,7.2047,-37.267,21.011,-14.46,-67.801,33.413,19.936,35.143,-21.36,-30.332,60.308,27.095,-22.523,-3.7279,-14.031,37.186,12.443,31.329,26.769,-22.355,-2.6591,23.634,-6.1155,-2.8765,-18.729,-3.1111,4.8772,-26.358,-5.8767,3.1931,-26.249,-12.455,40.326,31.57,-30.678,51.101,4.2021,-40.854,61.16,-17.319,-20.989,48.704,-0.92304,32.885,11.777,-4.1311,30.805,-1.3266,-10.83,-54.457,26.769,17.713,33.591,-15.414,8.2584,26.43,34.038,23.888,-20.686,17.047,-9.6257
-17.209,-15.266,-4.7141,3.9958,12.66,25.412,2.869,-25.989,-7.3688,21.289,22.125,-56.032,-17.271,34.333,-13.618,-14.82,14.097,37.519,-10.369,12.463,-5.5942,-26.451,-26.902,-14.313,9.4287,-22.109,34.545,6.855,11.016,-17.995,3.1797,-68.624,24.667,-6.6906,-4.6948,-17.391,46.907,-24.987,-26.356,-7.3573,-10.619,38.627,69.607,-9.77,-1.2345,-24.959,-18.315,-33.074,-32.564,-7.3269,7.6786,4.9049,15.122,-30.685,-8.1662,19.576,-2.2464,6.6236,20.822,-33.583,9.8087,12.32,2.2921,17.257,-43.446,5.8192,8.8412,-6.1334,32.778,4.9182,-41.47,-6.1551,-8.2094,18.505,23.817,-15.672,-38.348,-5.1622,5.752,23.4,-8.0852,-2.9601,22.037,21.521,20.576,-64.215,9.1464,-3.8054,-40.119,3.0972,1.4368,26.412,45.249,-29.912,6.1309,-6.1224,-56.738,38.925,55.489,17.213
-14.923,16.703,-18.459,9.7067,-16.16,-19.689,-25.532,-20.36,-15.35,14.955,35.752,-38.36,-18.403,24.134,15.846,23.614,-4.6297,7.6265,5.1395,10.606,-2.4248,0.99217,-1.012,1.0028,27.213,-14.695,16.386,-15.559,21.108,-32.356,-24.284,-29.519,-11.203,15.734,10.712,-47.878,15.371,-31.09,16.421,6.8524,-1.3693,-11.281,26.907,-36.951,44.831,-24.585,14.284,-28.903,-11.126,2.1924,1.3151,-26.05,8.1402,12.624,19.501,6.4459,33.047,-24.782,-8.9644,-11.858,-2.4574,9.974,-6.1665,-36.065,-43.591,21.365,4.9116,-6.5645,-2.2828,-44.486,5.5725,12.904,-19.928,4.3418,6.2111,-1.8855,1.9225,-4.0964,-1.1349,8.0809,40.432,40.752,4.8011,-1.2686,36.25,11.987,29.487,-22.082,-50.364,5.4749,-14.881,19.174,-7.7302,11.637,1.5231,-25.871,-9.6159,-2.2027,24.315,-8.108
-5.4743,-22.007,-12.133,-21.54,24.192,-7.8824,-46.319,-14.643,-11.63,-9.0266,27.283,-71.831,6.7276,18.635,37.338,17.815,-38.82,31.416,-22.323,44.133,-25.145,10.845,-29.404,20.725,-11.862,-2.1125,12.669,-13.598,36.589,-53.264,-8.5115,-38.906,23.878,5.817,-22.615,-73.229,25.128,-1.7281,-15.054,9.6154,-46.145,22.744,47.81,-48.641,22.375,-0.92493,4.8703,-2.1528,0.21594,75.825,45.931,-18.452,6.8076,-26.939,-4.4089,0.63249,19.814,25.989,37.565,-58.732,5.8001,-8.1712,-7.0733,-7.2588,-59.584,40.893,-17.157,51.947,-26.565,-27.063,16.832,4.1666,20.851,49.981,29.024,-15.322,-19.173,18.214,12.372,8.2532,16.045,-1.7875,8.0842,20.994,-4.7437,15.721,39.483,4.9072,-18.557,3.6422,-8.3931,7.407,-14.185,4.8221,-2.5116,-35.711,-1.6489,-3.8484,8.164,-22.118
-27.158,-11.095,-9.8133,32.838,-28.006,-0.18706,-27.115,-13.478,-21.845,27.074,43.429,-30.499,-14.102,39.731,8.3133,9.3142,13.257,12.913,24.623,1.3359,-15.861,-11.121,21.353,-17.74,-18.685,-13.803,3.2665,-20.224,20.848,-13.563,-20.45,-74.626,47.99,-13.028,-8.2103,-55.024,38.711,-34.652,-28.412,20.941,8.5364,35.722,16.282,-12,38.928,-26.699,-4.172,-38.908,-34.598,53.664,-25.042,-11.418,20.281,-13.303,-26.328,18.879,-10.235,-22.126,-1.3768,-47.438,12.107,-29.535,0.68081,-32.454,-7.2142,32.806,-23.429,58.021,-6.3055,-6.9513,8.9219,-2.387,-3.6815,-3.2186,20.757,-50.162,-35.881,7.2115,47.503,-22.246,12.38,-6.2982,-22.705,-2.7083,-12.75,-0.49622,3.3768,-22.514,-55.003,-49.079,-23.916,39.476,-8.6001,-1.9456,10.653,4.6664,30.398,-25.724,15.783,6.4226
-24.164,-9.5914,43.203,-20.961,23.046,21.789,-31.198,-10.892,-48.518,-13.805,34.984,-22.158,9.8869,30.329,5.8165,7.0474,-56.049,22.759,-8.3333,24.13,12.429,-31.715,-11.928,25.142,24.848,0.60906,30.466,13.478,20.994,16.335,-11.922,-63.822,2.5565,-29.67,-38.77,-8.9563,43.314,-7.1677,-38.645,-19.211,5.086,22.815,24.75,-26.623,16.901,34.429,12.015,-8.2625,-15.273,46.136,24.046,31.175,42.207,-36.507,22.001,45.768,31.395,41.822,21.538,-48.71,-10.623,19.862,-20.431,-4.5534,-35.82,33.36,-24.161,31.847,5.4136,-47.372,-31.364,-9.2973,-3.655,-0.16596,10.144,-7.6274,5.4309,14.123,-12.243,14.12,6.5168,-9.256,12.116,34.577,29.843,17.164,12.915,-9.2218,-45.647,17.178,21.393,55.951,26.085,10.908,24.019,-6.8425,-31.145,16.285,-7.4105,-11.94
4.2219,-8.5246,-7.2222,40.489,16.938,21.261,-22.961,-30.177,22.432,-17.3,45.866,-68.328,-22.716,11.645,4.4774,-18.856,-44.817,14.825,-11.459,52.913,-17.987,16.736,-16.774,-27.261,39.026,-22.563,15.108,-22.835,15.925,-9.9683,-1.4005,-23.856,16.9,2.822,-18.886,-20.45,62.666,-20.003,-28.368,-18.432,11.275,-6.5271,41.4,-58.265,-14.172,9.3452,15.444,-68.95,-40.716,46.427,55.698,17.687,20.113,-1.9771,-15.676,19.894,6.9473,30.095,16.1,20.628,29.241,-16.251,-20.576,-19.527,-67.862,28.099,19.087,11.729,0.44588,-30.075,-16.758,-0.77359,1.2085,13.673,-19.324,-6.1927,-40.172,9.9345,0.86127,-19.633,20.896,-4.6649,11.082,6.7139,36.738,-8.0263,11.514,-14.461,-31.584,0.25769,23.14,16.452,20.805,-10.694,-5.158,-29.137,-5.2316,5.0257,26.976,11.57
3.2205,11.729,-25.007,49.199,-2.7912,34.609,-14.37,-43.606,-48.841,2.6491,27.604,-31.022,34.589,-10.469,-19.66,33.932,7.5041,38.546,39.002,7.4478,27.86,4.4797,-64.527,-23.043,24.52,-1.1279,16.451,32.902,38.015,-31.23,-14.788,-42.037,25.006,-14.49,27.752,-20.241,75.19,-9.7303,-13.839,-11.487,-5.1051,28.946,22.795,-13.362,4.8556,-17.136,33.545,-28.471,-2.6087,51.088,18.827,4.3649,45.874,-25.907,-14.51,-0.061526,12.994,4.1949,18.019,8.0703,8.5032,-13.875,-16.588,-11.431,-12.882,54.698,11.821,35.722,-32.158,-25.974,-26.007,27.685,0.64023,1.8161,32.771,-14.809,-1.6008,-23.726,59.043,-11.906,37.382,19.765,64.753,3.661,20.875,-34.578,13.236,37.32,-12.446,-14.412,21.673,-7.7409,-14.88,-22.202,10.823,0.2171,2.49,-6.6296,31.306,-13.198
-10.556,24.423,-3.3383,2.4717,1.4008,-1.5061,-12.937,-45.634,-63.01,30.116,33.23,-74.356,-4.5021,14.128,16.048,-15.306,-43.54,38.8,-8.8979,27.136,-4.1384,-18.288,-12.398,10.356,-3.7028,-60.42,46.659,24.938,20.033,-44.298,-16.125,-71.501,46.06,-1.0437,-54.755,-44.57,41.459,-26.89,-21.159,22.167,-20.465,34.002,26.164,-34.718,-1.6582,33.68,-10.094,-31.055,-36.187,38.518,23.029,-35.227,-21.801,-6.0743,36.418,45.008,27.073,2.0559,7.6323,-41.014,-8.3428,1.797,-29.891,13.46,-81.019,69.572,-19.018,9.1348,37.332,-33.74,0.31378,-13.762,5.4443,43.457,21.588,30.707,-5.449,40.734,13.164,22.216,27.75,-22.856,5.028,40.747,22.737,24.828,-4.5256,-21.004,-28.997,-5.0865,-2.7998,40.187,-27.23,-4.7684,45.955,-36.13,-25.063,-11.889,-1.7748,-16.603
-30.883,28.005,16.598,-43.232,39.132,11.068,-15.215,-59.316,-23.639,-30.25,-13.926,-21.946,-27.003,-5.9849,27.126,29.417,-25.086,-15.892,53.156,15.488,13.344,-17.982,-22.258,22.384,-11.023,-38.967,23.522,28.229,-10.403,-36.09,15.475,-33.381,40.855,-10.236,-16.962,-15.594,50.183,-41.327,-1.6551,9.1524,-4.2614,-22.323,19.76,-23.884,2.6153,-15.085,25.649,-5.469,-39.663,43.681,45.695,-40.146,20.001,30.241,10.423,-26.679,0.15025,16.26,-40.798,-16.937,-5.6102,-14.201,-22.289,-8.8056,-59.209,78.022,-7.7965,39.136,-26.735,-5.1252,-8.9297,20.449,-0.65364,22.096,22.255,24.087,-19.673,18.169,-0.69276,23.282,-3.43,9.9862,-3.44,-14.058,-2.7736,28.918,-12.616,-17.595,24.858,30.56,-18.625,-14.063,-36.166,-9.0508,-15.656,-25.326,-7.5597,-13.984,14.076,47.076
-20.95,40.709,-12.958,1.0862,28.88,19.745,-1.367,-8.4707,-36.635,-2.3279,8.5529,-57.046,-53.964,24.389,9.863,-6.6863,-22.13,30.411,35.212,18.732,16.587,-20.444,-29.447,1.6322,20.951,-45.322,16.645,-4.6429,48.451,-1.1961,38.427,-31.196,21.893,-35.002,-17.845,-29.982,32.069,-77.264,-10.216,-25.175,-31.691,42.251,9.8011,-8.2427,16.153,-2.9562,-47.907,-17.506,-30.899,-2.075,30.999,43.024,42.525,-52.003,-3.5299,52.702,2.6828,32.306,13.862,-17.204,-2.4665,58.544,-2.3174,10.462,-14.523,37.606,-17.339,-3.2944,-23.556,-15.553,8.1122,29.665,-16.26,16.083,81.019,10.166,-4.0281,62.767,-0.021058,33.454,6.4085,25.176,22.808,19.348,21.416,-19.852,4.0177,8.4057,-54.817,15.416,24.063,17.271,-11.941,-29.66,16.824,36.896,-11.629,2.5943,21.569,-15.297
5.6418,37.231,15.878,42.837,6.8673,-8.3707,0.92877,-95.533,13.61,41.836,40.414,-77.055,-18.869,-19.099,-24.296,8.7254,-35.137,-9.0084,-3.5161,55.479,-25.93,-26.519,-54.099,13.155,-21.894,-9.5613,22.47,11.019,48.623,-55.219,31.202,-30.415,10.97,-34.259,-38.798,-41.962,35.092,-54.434,-5.3932,-6.8676,-1.14,38.777,4.4235,-28.349,8.2698,-7.2069,41.428,-53.152,-36.664,75.084,91.595,-20.841,-36.209,-19.702,11.333,-18.958,26.045,14.224,23.734,-48.914,21.569,-17.017,21.581,-4.1814,-51.637,79.38,-26.848,33.784,-31.888,-18.811,0.65773,1.4937,-8.468,71.371,-0.92896,-40.652,-26.228,23.989,7.7601,41.376,-8.6571,18.279,-10.608,18.597,-12.896,-2.9827,42.376,-7.852,0.031873,14.478,1.879,48.15,-37.682,-0.50776,4.348,-15.578,-24.541,-23.683,1.0053,-14.933
